,do_nothing,harvest_minerals,build_spawning_pool,train_zergling,train_queen,train_overlord,do_injection,attack
"(1, 11, 0, 20, 1, 1, 8, 9, 130, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 20, 1, 1, 8, 9, 129, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 20, 1, 1, 8, 9, 128, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 7, 9, 137, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 4, 9, 138, True, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 4, 9, 138, False, False, False, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 5, 9, 139, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 6, 9, 138, False, False, False, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 6, 9, 138, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 6, 9, 139, False, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 21, 1, 1, 6, 9, 139, True, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 6, 9, 146, True, False, True, False, 1, 11, 11, 23, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 6, 9, 146, False, False, False, False, 1, 11, 11, 24, 1, 1, 10, 9)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 8, 10, 144, False, False, True, False, 1, 11, 11, 24, 1, 1, 10, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 6, 10, 145, True, False, True, False, 1, 11, 11, 24, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 4, 10, 145, False, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 4, 10, 145, True, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 22, 1, 1, 5, 10, 146, True, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 4, 10, 153, True, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 4, 10, 152, False, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 4, 10, 152, True, False, True, False, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 6, 10, 152, True, False, True, True, 1, 11, 11, 25, 1, 1, 9, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 6, 10, 151, True, False, True, False, 1, 11, 11, 25, 1, 1, 11, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 6, 10, 151, True, False, True, True, 1, 11, 11, 25, 1, 1, 11, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 8, 10, 151, False, False, True, False, 1, 11, 11, 25, 1, 1, 11, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 10, 10, 151, True, False, True, False, 1, 11, 11, 25, 1, 1, 11, 10)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 10, 11, 151, False, False, False, False, 1, 11, 11, 25, 1, 1, 11, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 9, 11, 152, False, False, True, False, 1, 11, 11, 25, 1, 1, 13, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 6, 11, 153, False, False, True, False, 1, 11, 11, 25, 1, 1, 13, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 6, 11, 153, True, False, True, False, 1, 11, 11, 25, 1, 1, 15, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 8, 11, 153, True, False, True, False, 1, 11, 11, 25, 1, 1, 17, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 23, 1, 1, 8, 11, 153, True, False, True, False, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 24, 1, 1, 8, 11, 161, True, False, True, True, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 8, 11, 162, True, False, True, True, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 8, 11, 162, False, False, True, False, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 8, 11, 162, True, False, True, False, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 7, 11, 163, True, False, True, False, 1, 11, 11, 25, 1, 1, 19, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 3, 11, 165, True, False, True, True, 1, 11, 11, 25, 1, 1, 17, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 0, 11, 166, True, False, True, True, 1, 11, 11, 25, 1, 1, 16, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 0, 11, 164, False, False, False, False, 1, 11, 11, 25, 1, 1, 18, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 0, 11, 164, False, False, True, False, 1, 11, 11, 25, 1, 1, 18, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 25, 1, 1, 2, 11, 164, False, False, True, False, 1, 11, 11, 25, 1, 1, 18, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, False, False, True, False, 1, 11, 11, 25, 1, 1, 17, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, True, False, True, False, 1, 11, 11, 25, 1, 1, 15, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, False, False, False, False, 1, 11, 11, 25, 1, 1, 11, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, False, False, False, False, 1, 11, 11, 26, 1, 1, 4, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, False, False, True, False, 1, 11, 11, 26, 1, 1, 4, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 2, 11, 163, True, False, True, False, 1, 11, 11, 26, 1, 1, 6, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 4, 11, 163, True, False, True, False, 1, 11, 11, 26, 1, 1, 6, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 4, 11, 163, True, False, True, True, 1, 11, 11, 26, 1, 1, 8, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 26, 1, 1, 3, 11, 164, False, False, False, False, 1, 11, 11, 26, 1, 1, 8, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 2, 11, 164, False, False, True, False, 1, 11, 11, 26, 1, 1, 8, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 1, 11, 165, False, False, True, False, 1, 11, 11, 26, 1, 1, 8, 11)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 0, 12, 163, False, False, True, False, 1, 11, 11, 26, 1, 1, 8, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 0, 12, 163, True, False, True, False, 1, 11, 11, 26, 1, 1, 8, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 0, 12, 163, True, False, True, False, 1, 11, 11, 26, 1, 1, 9, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 0, 12, 163, True, False, True, True, 1, 11, 11, 26, 1, 1, 6, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 27, 1, 1, 0, 12, 163, False, False, False, False, 1, 11, 11, 26, 1, 1, 6, 12)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 1, 1, 1, 0, 0, 2, True, True, True, True, 1, 11, 11, 4, 1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 1, 1, 1, 0, 0, 0, True, True, True, True, 1, 11, 11, 4, 1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 1, 1, 1, 0, 0, 0, True, True, True, True, 1, 11, 11, 5, 1, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 1, 1, 1, 2, 0, 0, True, True, True, True, 1, 11, 11, 5, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 1, 1, 1, 2, 0, 0, True, True, True, True, 1, 11, 11, 6, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 2, 1, 1, 2, 0, 8, True, True, True, True, 1, 11, 11, 7, 1, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 2, 1, 1, 2, 1, 8, True, True, True, True, 1, 11, 11, 8, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 2, 1, 1, 2, 1, 8, True, True, True, True, 1, 11, 11, 9, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 2, 1, 1, 2, 1, 7, True, True, True, True, 1, 11, 11, 9, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 3, 1, 1, 2, 1, 15, True, True, True, True, 1, 11, 11, 9, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 2, 1, 23, True, True, True, True, 1, 11, 11, 9, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 2, 1, 21, True, True, True, True, 1, 11, 11, 9, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 4, 1, 1, 4, 1, 21, True, True, True, True, 1, 11, 11, 9, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 4, 1, 29, True, True, True, True, 1, 11, 11, 9, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 5, 1, 1, 4, 1, 29, True, True, True, True, 1, 11, 11, 10, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 4, 1, 37, True, False, True, True, 1, 11, 11, 10, 1, 1, 2, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 4, 1, 37, True, False, True, True, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 4, 1, 37, True, True, True, True, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 4, 1, 37, True, False, True, False, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 2, 1, 37, False, False, True, False, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 2, 1, 37, True, False, True, False, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 2, 1, 36, True, False, True, False, 1, 11, 11, 10, 1, 1, 4, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 1, 1, 37, True, False, True, False, 1, 11, 11, 10, 1, 1, 3, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 1, 37, True, False, True, True, 1, 11, 11, 10, 1, 1, 3, 1)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 6, 1, 1, 0, 2, 35, True, False, True, True, 1, 11, 11, 10, 1, 1, 3, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 0, 2, 43, True, True, True, True, 1, 11, 11, 10, 1, 1, 3, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 2, 2, 43, True, True, True, True, 1, 11, 11, 10, 1, 1, 5, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 2, 2, 43, True, False, True, False, 1, 11, 11, 10, 1, 1, 7, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 2, 2, 43, True, False, True, False, 1, 11, 11, 10, 1, 1, 9, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, True, False, True, False, 1, 11, 11, 10, 1, 1, 9, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, True, False, True, True, 1, 11, 11, 10, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, False, False, False, False, 1, 11, 11, 10, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, False, False, True, False, 1, 11, 11, 10, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, True, False, True, False, 1, 11, 11, 10, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, True, False, True, True, 1, 11, 11, 11, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 43, False, False, True, False, 1, 11, 11, 11, 1, 1, 6, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 4, 2, 42, False, False, False, False, 1, 11, 11, 11, 1, 1, 8, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 2, 2, 43, False, False, True, False, 1, 11, 11, 11, 1, 1, 8, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 0, 2, 44, False, False, True, False, 1, 11, 11, 11, 1, 1, 7, 2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 0, 3, 42, True, False, True, False, 1, 11, 11, 11, 1, 1, 7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 0, 3, 42, True, False, True, True, 1, 11, 11, 11, 1, 1, 7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 7, 1, 1, 0, 3, 42, True, False, True, True, 1, 11, 11, 12, 1, 1, 7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 50, True, True, True, True, 1, 11, 11, 12, 1, 1, 7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 2, 3, 50, True, True, True, True, 1, 11, 11, 12, 1, 1, 7, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 51, True, True, True, True, 1, 11, 11, 12, 1, 1, 5, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 51, True, False, True, False, 1, 11, 11, 13, 1, 1, 3, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 51, False, False, True, False, 1, 11, 11, 13, 1, 1, 2, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 50, False, False, False, False, 1, 11, 11, 13, 1, 1, 2, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 50, False, False, True, False, 1, 11, 11, 13, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 8, 1, 1, 0, 3, 50, True, False, True, False, 1, 11, 11, 13, 1, 1, 4, 3)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 0, 4, 56, False, False, True, False, 1, 11, 11, 13, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 4, 56, False, False, True, False, 1, 11, 11, 13, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 4, 56, True, False, True, False, 1, 11, 11, 14, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 4, 55, False, False, True, False, 1, 11, 11, 14, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 4, 55, True, False, True, False, 1, 11, 11, 14, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 9, 1, 1, 2, 4, 55, True, False, True, True, 1, 11, 11, 14, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 2, 4, 62, True, False, True, False, 1, 11, 11, 14, 1, 1, 4, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 0, 4, 63, False, False, True, False, 1, 11, 11, 14, 1, 1, 3, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 0, 4, 63, True, False, True, False, 1, 11, 11, 14, 1, 1, 3, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 2, 4, 63, True, False, True, False, 1, 11, 11, 15, 1, 1, 2, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 2, 4, 63, True, False, True, False, 1, 11, 11, 15, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 2, 4, 63, True, False, True, True, 1, 11, 11, 16, 1, 1, 0, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 10, 1, 1, 4, 4, 63, True, True, True, True, 1, 11, 11, 16, 1, 1, 2, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 4, 71, True, True, True, True, 1, 11, 11, 16, 1, 1, 2, 4)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 5, 68, True, True, True, True, 1, 11, 11, 16, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 5, 68, True, True, True, True, 1, 11, 11, 17, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 5, 67, True, True, True, True, 1, 11, 11, 17, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 5, 67, True, False, True, True, 1, 11, 11, 17, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 4, 5, 67, True, True, True, True, 1, 11, 11, 17, 1, 1, 4, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 6, 5, 66, True, False, True, True, 1, 11, 11, 18, 1, 1, 4, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 6, 5, 66, True, True, True, True, 1, 11, 11, 18, 1, 1, 4, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 11, 1, 1, 8, 5, 66, True, True, True, True, 1, 11, 11, 18, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 8, 5, 74, True, True, True, True, 1, 11, 11, 18, 1, 1, 2, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 8, 5, 74, False, False, True, False, 1, 11, 11, 18, 1, 1, 4, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 10, 5, 74, True, False, True, False, 1, 11, 11, 18, 1, 1, 6, 5)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 10, 6, 72, True, False, True, False, 1, 11, 11, 18, 1, 1, 6, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 10, 6, 72, True, False, True, True, 1, 11, 11, 18, 1, 1, 6, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 8, 6, 73, True, True, True, True, 1, 11, 11, 18, 1, 1, 6, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 12, 1, 1, 4, 6, 75, True, True, True, True, 1, 11, 11, 18, 1, 1, 8, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 4, 6, 83, True, False, True, True, 1, 11, 11, 18, 1, 1, 10, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 4, 6, 83, False, False, True, False, 1, 11, 11, 18, 1, 1, 10, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 4, 6, 83, True, False, True, False, 1, 11, 11, 18, 1, 1, 10, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 4, 6, 82, False, False, True, False, 1, 11, 11, 18, 1, 1, 12, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 4, 6, 82, True, False, True, False, 1, 11, 11, 18, 1, 1, 12, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 3, 6, 83, True, False, True, False, 1, 11, 11, 18, 1, 1, 12, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 13, 1, 1, 0, 6, 84, True, False, True, True, 1, 11, 11, 18, 1, 1, 14, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 14, 1, 1, 0, 6, 92, False, False, True, False, 1, 11, 11, 18, 1, 1, 14, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 0, 6, 100, True, False, True, False, 1, 11, 11, 18, 1, 1, 16, 6)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 2, 7, 98, True, False, True, True, 1, 11, 11, 18, 1, 1, 16, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 2, 7, 98, False, False, False, False, 1, 11, 11, 18, 1, 1, 18, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 2, 7, 98, False, False, True, False, 1, 11, 11, 18, 1, 1, 20, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(1, 11, 0, 15, 1, 1, 2, 7, 98, False, False, True, False, 1, 11, 11, 18, 1, 1, 22, 7)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
